File Name,License,Match Strength,Match %,Fuzzy Licenses,Full License,Is Released,Is Empty,Keywords,Hash
Makefile,[],,,,False,True,False,"{'custom': ['autoconf'], 'license_abbreviation': ['bsd']}",46c1ea98091926c9565bd365919f5cbb0b0d9b2a3ea70e371acdfee151093c89
config.py,[],,,,False,True,False,{'custom': ['autoconf']},5e39704e9e173b6fa81f646990a29f3051cecb1cc98e02b029cf57b0d5aa6642
macros,[],,,,False,True,False,{'custom': ['autoconf']},bc7e32c2351ad8368f7ecb5f9b02a61b761a0561bbfa9899805a44fa6e556270
README.md,[],,,,False,True,False,{'custom': ['autoconf']},b5fc0361a93a8438a230bf02be4def4bc5e91dfacbef08035b61ea1e3599e982
README.md,[],,,,False,True,False,"{'custom': ['bison', 'autoconf']}",3f7b4bebf2c7b2d05ac28f0f4d63e4c285e0d05ed731234f785501b74d3b0699
ArrayBlockingQueue.class,[],,,,False,True,False,{'custom': ['invariants']},5dcabf73c74f09178294aeffc8b4fa1870cf99ac1f979bfea7ec470be2030ecc
macros.systemd,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},12aa43b04a4f3d0d3579c06f6b25ddb7b44928fcd4049e8a750e2bc917335710
systemd.bg.catalog,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},b4668be207f7b044cf18bee6430bcbec825d065e09cb3cc7130b5c0ccd48f9f4
systemd.be.catalog,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},303bed8a521fd40abc2fa3faf06a71f9ca16f6fee65801b128ff5083da8af831
systemd.catalog,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},0c26ce947c793e2adab4b944b67e5e522ba0f6706457eb9172c39061fc1d1824
systemd.pl.catalog,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},ab6b4d0dc7eb10c01fa373fe01874910a4c8c5a8abe8164ab4c645fc8f656894
systemd.de.catalog,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},2b9739e79d7da863d0f82d31bf312c733f77ef14c6cc78077df78adfb1c6bdcf
systemd.zh_TW.catalog,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},22ca83df7f68d3e7267a63e03afb7ff2d786f3f2a2f8b929d675dad352347069
systemd.it.catalog,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},d104b5c42c3542ac69ea9a08ae294630e3c13c8c9164f6565cda7a7caa4d31c3
systemd.zh_CN.catalog,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},b19ddfa8c118faf433cbc8dd387862ff3311f632e1e12d1e9a2966cc0208be41
systemd.be@latin.catalog,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},e3ecf9ea1f3034056e82d0bdea652e8f1ad0e6204344d8537817541c7965f378
systemd.pt_BR.catalog,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},ec509500db8da0afb3ca52584d8de5ab94717ec967cfb646a1b94da76583f17a
systemd.fr.catalog,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},75bd02aa248752652619c087feaf6ff22180e5e758fbe7f2461d31301b7d87c8
systemd.ru.catalog,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},a30889a101b69e7f038a7f0c48edccf076bda60947297e3313968f53e92fde34
systemd-pstore.conf,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},ebdf6341b6204e661248ddbee1d3ee109ea6eb381d9b05168446bc41bea9e98a
portables.conf,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},c88363428b9c406eb2be1983ddf455180d13f9a76190b47cd5674b4eedc79157
systemctl,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},991220296cc0a658d18d772690fd49781ac3ef7f27f9fcedb62715cd175aceb1
org.freedesktop.portable1.service,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},c5f3c9e9261eb05131fece487dbbfdbf590fa9797a5ea90024259f4689e0b45f
org.freedesktop.portable1.conf,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},c7637fad7c1fd19317deba97ae60a4521624a543b432807472f028c4d6d64933
org.freedesktop.portable1.policy,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},85e729da4f5cbcf77dbc24b9e7e69cf71e64339fbfb1d43293eae567b7a9ec5b
_coredumpctl,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},26b48b7782553c8f1db818c5e49e4f3dc8a61efa2e2ea0097e4a0984ad7cfeb2
_systemd-run,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},fc930de2b2ceddd44fd42713cb9a9c3a9c35de712245b36046908344873a60ef
_journalctl,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},ba1a9fa9b41bc07f9bfa782ec8422e3d5c6454b0d6960d1eb31b1c9b884c95df
_localectl,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},01d8288104d03243107c33dd4b96e8467237021cf8bbaa82d282ee869fb55b7e
_loginctl,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},809e6504b37171c5d02ee54b000199382d8b005f3c00abc31f9d7984d199e054
_sd_unit_files,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},5c8a298c899d264746794244edd83334a5c3fb7f18e34ac6202ea39f14dee9ea
_systemd-analyze,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},3049412ebb9b846ba51aa87c2c816fa65f37056b8d63b03d4f7084eeb257ec75
_sd_outputmodes,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},ad4875ecc149ba84f43e08bc1a3c701b3744b564e195c1cd44fd6ee10bc1538b
_systemctl,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},565d74369767d253eee7a2db1d764931e79f69fd3e3c52bd8bc9713da6d170fb
_sd_hosts_or_user_at_host,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},682ab3401aef40f32bcab567ee9806b8ec89fa6e1a188a56959c00398af07d9c
_hostnamectl,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},93d2e9754bd27af30fb2c58d4fde48dc65181539bc29e92688f2b445ae76e6b6
_sd_machines,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},04ea5ebda956096e6d871b1cdd1c34ad5e78e77179ebeee0f6e28f758c1f24b4
_systemd-tmpfiles,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},775980852687224585d9dc054eef4069c031c68d3a9886b966c4b07091a34fcb
_systemd-delta,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},e2ea6c00e54519c36cfd44acab78125323e2b0355633f218db85bffb46cbcf36
_systemd,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},c388d87578f3be915d6591f7ee920ab7896bf5507d7357d5f705bf869c8c06a4
_systemd-inhibit,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},dfbec214825717b88557af0d9ffb3c18fb20d7c9010bd1d2ec8559211db8f7cf
_timedatectl,[],,,,False,True,False,{'custom': ['spdxlicenseidentifier']},9b0d1c4e9483e560a09dcd44fdeefe265890a23ea17ba2e12c64b2379bb1e95a
libjava.so,[],,,,False,True,False,"{'general': ['inc', 'oracle']}",17261d3ef9d2b1099e597dd98235b95f2628f508b12ceceb568aa388fea2c9a5
MANIFEST.MF,[],,,,False,True,False,"{'general': ['inc', 'oracle']}",6ef9e4bd3e89c0ca5140a91a8103badbed380313ebfe82d707582a2bd876e6c9
MANIFEST.MF,[],,,,False,True,False,"{'general': ['inc', 'oracle']}",04e20a93a429846b922e88dd9a09df70275748a1ac7e4a761fb12b758982012e
MANIFEST.MF,[],,,,False,True,False,"{'general': ['inc', 'oracle']}",6ef9e4bd3e89c0ca5140a91a8103badbed380313ebfe82d707582a2bd876e6c9
MANIFEST.MF,[],,,,False,True,False,"{'general': ['inc', 'oracle']}",6ef9e4bd3e89c0ca5140a91a8103badbed380313ebfe82d707582a2bd876e6c9
MANIFEST.MF,[],,,,False,True,False,"{'general': ['inc', 'oracle']}",b65462d4119526393cef3a8924f78ba3835087a358a6a4a4e3aae86048ff89d5
MANIFEST.MF,[],,,,False,True,False,"{'general': ['inc', 'oracle']}",6ef9e4bd3e89c0ca5140a91a8103badbed380313ebfe82d707582a2bd876e6c9
MANIFEST.MF,[],,,,False,True,False,"{'general': ['inc', 'oracle']}",79a40b1430e34cc902b2658daaf2e1ced4be9334d00a52d2e14bc7648b2e10d2
MANIFEST.MF,[],,,,False,True,False,"{'general': ['inc', 'oracle']}",79a40b1430e34cc902b2658daaf2e1ced4be9334d00a52d2e14bc7648b2e10d2
MANIFEST.MF,[],,,,False,True,False,"{'general': ['inc', 'oracle']}",79a40b1430e34cc902b2658daaf2e1ced4be9334d00a52d2e14bc7648b2e10d2
MANIFEST.MF,[],,,,False,True,False,"{'general': ['inc', 'oracle']}",b9453a861d214d9b16c3b5ce677c066d1a49a608930b8aa9a3b41e6a3549abe8
